country_name,country_code,1974,1975,1980,1981,1990,2002,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Chile,CHL,3.75120997428894,3.59472990036011,4.21999979019165,4.91429996490479,2.25015997886658,4.04881000518799,3.28016996383667,3.2331600189209,3.79189991950989,4.25475978851318,4.18953990936279,4.0617299079895,4.54170417785645,4.54814004898071,4.75167989730835,4.90390014648438,5.3664698600769,5.43278980255127,5.473060131073,5.61996984481812,5.62514019012451
