year,country,math,read,science
2000,CHL,403.7,378.73,276.14
2000,CHL,486.92,549.66,531.49
2000,CHL,299.93,396.96,490
2000,CHL,431.17,382.37,287.86
2000,CHL,428.15,443.32,545.92
2000,CHL,428.12,387.82,379.88
2000,CHL,296.11,402.42,455.72
2000,CHL,404.46,416.91,376.27
2000,CHL,395.33,414.23,430.46
2000,CHL,365.53,298.75,323.95
2000,CHL,238.84,375.1,377.17
2000,CHL,384.65,463.31,518.86
2000,CHL,473.15,503.26,446.63
2000,CHL,258.68,286.02,393.41
2000,CHL,351.06,416.96,448.5
2000,CHL,434.99,362.37,322.14
2000,CHL,280.08,295.16,318.6
2000,CHL,269.4,291.53,395.28
2000,CHL,384.62,391.46,322.14
2000,CHL,257.92,276.93,347.4
2000,CHL,373.17,402.37,334.77
2000,CHL,303.74,399.69,455.72
2000,CHL,373.17,400.55,410.55
2000,CHL,380.83,405.14,302.37
2000,CHL,367.09,385.15,431.36
2000,CHL,474.68,439.63,403.33
2000,CHL,296.11,395.14,356.49
2000,CHL,234.29,316.98,411.52
2000,CHL,455.63,516.03,454.82
2000,CHL,519.71,530.53,514.28
2000,CHL,426.59,609.6,558.49
2000,CHL,418.2,467.81,394.31
2000,CHL,374.72,423.32,473.76
2000,CHL,360.96,409.64,497.15
2000,CHL,293.03,262.39,319.44
2000,CHL,360.99,396.05,438.58
2000,CHL,389.23,359.7,426.85
2000,CHL,356.41,369.69,384.45
2000,CHL,344.16,276.02,354.62
2000,CHL,275.5,311.52,302.37
2000,CHL,298.37,306.02,291.47
2000,CHL,444.94,509.67,623.5
2000,CHL,246.5,347.88,402.5
2000,CHL,286.95,324.25,370.02
2000,CHL,329.66,392.37,387.09
2000,CHL,325.85,324.2,387.09
2000,CHL,335.77,368.74,470.99
2000,CHL,399.12,393.28,456.55
2000,CHL,530.39,472.36,483.61
2000,CHL,428.91,470.59,416.03
2000,CHL,387.7,491.49,429.56
2000,CHL,444.18,562.39,545.92
2000,CHL,247.26,335.15,392.57
2000,CHL,331.22,441.5,451.21
2000,CHL,293.82,319.7,345.66
2000,CHL,379.3,331.52,530.59
2000,CHL,130.46,282.39,398.82
2000,CHL,321.3,376.06,407.01
2000,CHL,386.14,354.19,348.3
2000,CHL,295.32,334.2,302.3
2000,CHL,277,372.37,340.18
2000,CHL,341.11,299.66,372.66
2000,CHL,472.42,482.4,502.63
2000,CHL,277.03,310.61,292.44
2000,CHL,451.02,521.44,440.31
2000,CHL,406.78,437.86,468.35
2000,CHL,367.06,434.18,455.65
2000,CHL,288.45,348.74,423.18
2000,CHL,462.5,448.77,428.66
2000,CHL,318.25,290.62,306.88
2000,CHL,254.9,270.62,292.44
2000,CHL,212.89,334.2,424.98
2000,CHL,438.04,350.56,305.91
2000,CHL,270.89,280.57,247.27
2000,CHL,239.63,277.89,286.13
2000,CHL,473.94,572.39,566.67
2000,CHL,349.54,546.03,539.61
2000,CHL,395.3,505.08,599.08
2000,CHL,376.25,506.03,417.83
2000,CHL,441.86,473.26,485.42
2000,CHL,406.75,485.08,461.06
2000,CHL,433.46,442.36,478.2
2000,CHL,568.55,491.44,395.21
2000,CHL,472.42,473.31,554.04
2000,CHL,452.57,541.48,617.19
2000,CHL,399.91,476.95,553.14
2000,CHL,502.92,528.71,367.25
2000,CHL,348.01,425.14,533.3
2000,CHL,486.13,610.51,573.82
2000,CHL,435.75,522.35,457.45
2000,CHL,531.16,536.89,585.55
2000,CHL,436.55,500.58,398.89
2000,CHL,460.21,410.6,423.24
2000,CHL,551.76,606.88,570.21
2000,CHL,425.1,429.68,465.64
2000,CHL,458.68,531.49,602.75
2000,CHL,437.28,474.17,384.39
2000,CHL,505.97,567.79,590.06
2000,CHL,316.69,397.82,327.56
2000,CHL,396.1,376.97,401.59
2000,CHL,399.12,342.38,316.73
2000,CHL,335.01,360.56,385.29
2000,CHL,343.43,336.97,361
2000,CHL,267.87,368.79,339.35
2000,CHL,281.58,226.03,234.64
2000,CHL,145.76,284.25,262.67
2000,CHL,357.93,461.5,416.03
2000,CHL,357.93,465.13,508.04
2000,CHL,509.82,476.95,519.76
2000,CHL,271.69,372.42,389.87
2000,CHL,405.22,406.91,339.28
2000,CHL,404.46,430.54,434
2000,CHL,450.25,526.89,523.31
2000,CHL,483.07,446,421.37
2000,CHL,299.16,346.97,354.69
2000,CHL,432.7,425.09,463.77
2000,CHL,393.81,490.58,512.55
2000,CHL,399.88,336.01,177.81
2000,CHL,336.56,345.15,304.17
2000,CHL,502.18,526.94,442.19
2000,CHL,398.38,466.95,451.21
2000,CHL,475.44,421.45,404.23
2000,CHL,367.82,353.28,345.6
2000,CHL,347.22,372.37,378.07
2000,CHL,323.59,352.42,432.26
2000,CHL,274.74,327.88,371.82
2000,CHL,313.67,352.42,388.96
2000,CHL,325.85,365.1,350.11
2000,CHL,243.45,235.17,279.81
2000,CHL,520.47,521.44,585.55
2000,CHL,424.3,505.08,513.38
2000,CHL,374.72,501.49,509.84
2000,CHL,515.89,542.34,509.77
2000,CHL,383.09,576.88,644.18
2000,CHL,396.1,501.49,485.49
2000,CHL,462.5,523.3,439.48
2000,CHL,352.59,467.86,376.34
2000,CHL,599.08,623.24,568.41
2000,CHL,400.64,441.45,426.78
2000,CHL,424.3,451.45,476.4
2000,CHL,402.96,482.4,517.96
2000,CHL,325.08,441.45,463.77
2000,CHL,341.14,422.41,463.84
2000,CHL,486.92,468.77,422.34
2000,CHL,396.1,417.87,434.07
2000,CHL,438.07,524.21,450.31
2000,CHL,409.04,504.17,524.21
2000,CHL,464.02,501.49,537.81
2000,CHL,398.35,487.81,372.66
2000,CHL,490.74,447.86,490
2000,CHL,446.44,465.08,479.1
2000,CHL,422.01,463.27,406.94
2000,CHL,441.86,439.63,347.4
2000,CHL,408.31,400.6,420.54
2000,CHL,364.04,471.5,550.43
2000,CHL,409.83,421.5,459.33
2000,CHL,328.14,366.01,318.54
2000,CHL,406.75,488.72,517.89
2000,CHL,478.52,538.76,568.48
2000,CHL,414.41,476.95,440.38
2000,CHL,519.74,489.67,394.38
2000,CHL,464.75,542.34,484.52
2000,CHL,467.04,535.07,519.7
2000,CHL,518.94,625.06,494.44
2000,CHL,547.98,570.57,528.79
2000,CHL,486.16,569.66,566.67
2000,CHL,337.33,359.7,370.92
2000,CHL,351.06,445.14,491.8
2000,CHL,464.75,485.08,435.8
2000,CHL,403.7,366.01,293.28
2000,CHL,322.06,356.97,463.84
2000,CHL,442.62,448.72,415.06
2000,CHL,499.1,502.35,461.96
2000,CHL,482.34,467.86,520.67
2000,CHL,456.36,505.99,546.76
2000,CHL,344.93,306.02,322.14
2000,CHL,481.58,562.39,714.61
2000,CHL,406.78,422.41,434.97
2000,CHL,351.03,431.45,441.22
2000,CHL,447.23,516.03,504.43
2000,CHL,599.08,538.71,529.62
2000,CHL,217.5,337.88,292.44
2000,CHL,373.2,426.05,463.84
2000,CHL,418.2,410.55,398.82
2000,CHL,472.42,540.57,433.17
2000,CHL,442.62,512.35,359.13
2000,CHL,472.42,484.22,540.51
2000,CHL,354.85,362.37,411.45
2000,CHL,337.29,335.11,310.42
2000,CHL,424.33,486.95,443.99
2000,CHL,523.52,562.34,516.09
2000,CHL,399.15,583.29,580.2
2000,CHL,341.91,368.79,381.75
2000,CHL,412.85,413.27,343.79
2000,CHL,181.63,240.63,303.27
2000,CHL,341.87,376.01,432.2
2000,CHL,235.82,358.79,334.84
2000,CHL,359.43,326.02,327.56
2000,CHL,370.91,344.24,386.26
2000,CHL,492.26,512.4,609.97
2000,CHL,447.96,465.08,383.48
2000,CHL,368.62,532.39,585.62
2000,CHL,520.5,571.48,585.62
2000,CHL,402.93,313.29,343.79
2000,CHL,198.42,237.9,360.1
2000,CHL,428.12,384.19,355.52
2000,CHL,348.74,470.54,527.82
2000,CHL,439.57,461.45,467.38
2000,CHL,373.17,343.29,406.04
2000,CHL,411.36,458.77,516.16
2000,CHL,306.03,383.33,339.35
2000,CHL,380.83,437.86,345.66
2000,CHL,373.2,468.77,470.15
2000,CHL,429.65,376.01,415.06
2000,CHL,459.41,525.07,526.01
2000,CHL,316.69,298.75,292.38
2000,CHL,244.21,300.62,417.83
2000,CHL,216.74,349.7,412.42
2000,CHL,335.01,322.38,201.27
2000,CHL,225.1,326.02,468.28
2000,CHL,420.52,406.96,420.54
2000,CHL,308.29,391.46,307.71
2000,CHL,215.21,320.61,291.54
2000,CHL,420.49,395.1,348.3
2000,CHL,336.53,386.92,380.78
2000,CHL,286.95,380.6,433.17
2000,CHL,341.11,396.91,443.92
2000,CHL,354.88,394.24,427.75
2000,CHL,367.09,406.05,397.08
2000,CHL,276.27,323.34,409.71
2000,CHL,434.99,460.54,507.07
2000,CHL,434.23,433.27,369.05
2000,CHL,422.78,426.91,371.76
2000,CHL,403.73,486.04,474.66
2000,CHL,515.89,558.7,443.02
2000,CHL,341.91,455.13,477.37
2000,CHL,402.2,548.76,510.74
2000,CHL,483.87,505.13,490
2000,CHL,344.16,258.76,378.07
2000,CHL,292.3,259.71,318.6
2000,CHL,180.1,313.34,279.81
2000,CHL,335.77,443.27,354.62
2000,CHL,434.23,426.91,355.52
2000,CHL,369.35,418.73,419.57
2000,CHL,290.77,377.87,297.86
2000,CHL,305.27,387.87,356.49
2000,CHL,415.14,536.89,588.25
2000,CHL,444.94,469.68,370.92
2000,CHL,447.99,505.13,398.89
2000,CHL,376.22,388.73,320.34
2000,CHL,389.19,418.73,474.59
2000,CHL,463.99,471.45,442.12
2000,CHL,374.72,395.14,416.93
2000,CHL,234.29,354.24,360.1
2000,CHL,366.33,396.96,454.82
2000,CHL,357.14,398.73,342.89
2000,CHL,257.95,307.89,383.55
2000,CHL,366.3,425.09,396.11
2000,CHL,261.77,314.25,370.92
2000,CHL,396.06,394.19,407.84
2000,CHL,380.04,433.27,387.09
2000,CHL,481.58,460.59,495.41
2000,CHL,397.59,482.35,497.15
2000,CHL,473.91,429.64,397.92
2000,CHL,435.78,525.12,482.78
2000,CHL,535.77,505.13,508.04
2000,CHL,377.75,547.8,507.97
2000,CHL,586.11,651.42,678.46
2000,CHL,431.94,494.17,415.06
2000,CHL,470.86,436.91,547.66
2000,CHL,453.34,519.67,518.86
2000,CHL,470.89,438.77,527.88
2000,CHL,460.97,528.76,604.56
2000,CHL,511.31,505.99,535.03
2000,CHL,360.96,326.02,327.56
2000,CHL,439.57,549.61,548.56
2000,CHL,405.99,385.1,302.3
2000,CHL,406.75,435.09,535.93
2000,CHL,395.33,416.96,474.66
2000,CHL,289.24,431.5,508.94
2000,CHL,364.8,500.58,509.84
2000,CHL,293.06,439.68,499.02
2000,CHL,452.54,435.09,340.18
2000,CHL,460.97,500.58,470.15
2000,CHL,459.44,424.23,508.94
2000,CHL,410.57,454.18,461.96
2000,CHL,447.2,511.44,469.18
2000,CHL,484.63,511.49,527.88
2000,CHL,472.42,582.39,453.91
2000,CHL,432.7,435.09,533.23
2000,CHL,339.62,420.59,333.94
2000,CHL,425.1,515.12,468.35
2000,CHL,442.62,516.89,599.08
2000,CHL,420.52,469.68,551.34
2000,CHL,358.67,428.73,409.64
2000,CHL,418.2,412.37,425.88
2000,CHL,347.25,409.69,417.83
2000,CHL,354.12,469.68,457.52
2000,CHL,489.94,448.72,480.01
2000,CHL,411.33,441.45,394.31
2000,CHL,396.1,417.87,392.57
2000,CHL,464.02,477.86,546.83
2000,CHL,419.72,422.36,410.55
2000,CHL,286.19,347.88,305.97
2000,CHL,335.01,355.1,305.91
2000,CHL,475.47,507.85,484.58
2000,CHL,311.38,375.15,354.69
2000,CHL,383.85,399.64,397.92
2000,CHL,472.39,462.36,475.5
2000,CHL,217.5,328.79,303.27
2000,CHL,249.55,232.45,298.76
2000,CHL,454.07,531.44,574.72
2000,CHL,341.14,396.05,535.1
2000,CHL,321.27,403.28,280.65
2000,CHL,378.51,376.92,397.92
2000,CHL,266.35,370.6,425.05
2000,CHL,302.95,338.74,314.93
2000,CHL,188.5,238.81,259.97
2000,CHL,405.99,422.36,455.65
2000,CHL,248.03,396.05,330.33
2000,CHL,474.71,482.4,543.22
