country_name,country_code,1974,1975,1980,1981,1990,2002,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Finland,FIN,4.48230981826782,5.03323984146118,4.82574987411499,4.83336019515991,5.33890008926392,6.01677989959717,6.02507019042969,5.67125988006592,5.83010005950928,6.45955991744995,6.50444984436035,6.44504976272583,7.14803981781006,7.12404012680054,7.10236978530884,7.03208017349243,6.85153007507324,6.36311006546021,6.27557992935181,6.41695022583008,6.6349401473999
