year,country,math,read,science
2000,FIN,504.44,450.54,519.7
2000,FIN,570.88,542.39,587.42
2000,FIN,532.71,659.65,571.18
2000,FIN,484.63,487.86,469.25
2000,FIN,402.93,471.45,428.59
2000,FIN,670.06,769.58,731.68
2000,FIN,476.97,500.53,534.13
2000,FIN,571.64,564.21,513.45
2000,FIN,499.89,536.03,499.02
2000,FIN,486.89,469.63,376.27
2000,FIN,585.38,513.31,528.79
2000,FIN,558.63,584.15,612.61
2000,FIN,597.56,642.33,602.69
2000,FIN,399.12,332.38,366.34
2000,FIN,525.84,420.59,477.37
2000,FIN,609.77,648.69,558.49
2000,FIN,520.5,511.49,485.49
2000,FIN,535,543.3,500.82
2000,FIN,553.32,529.67,493.6
2000,FIN,561.68,471.45,564.8
2000,FIN,549.47,511.44,513.38
2000,FIN,654.83,672.37,609.97
2000,FIN,444.91,564.16,468.28
2000,FIN,627.35,527.85,551.34
2000,FIN,538.02,458.72,481.81
2000,FIN,526.61,574.21,508.04
2000,FIN,638.77,712.31,690.19
2000,FIN,541.87,516.94,496.31
2000,FIN,678.49,642.38,656.88
2000,FIN,452.57,567.84,526.98
2000,FIN,460.94,478.72,482.71
2000,FIN,607.48,640.51,591.86
2000,FIN,529.63,528.71,525.11
2000,FIN,551,604.15,593.67
2000,FIN,509.79,463.27,467.38
2000,FIN,512.07,596.88,655.91
2000,FIN,509.82,427.87,388.06
2000,FIN,475.47,518.76,457.52
2000,FIN,454.86,365.15,398.89
2000,FIN,513.63,558.75,523.37
2000,FIN,486.89,554.16,535.03
2000,FIN,578.48,683.23,660.42
2000,FIN,551.79,504.22,491.8
2000,FIN,512.07,508.71,541.35
2000,FIN,497.57,526.89,545.86
2000,FIN,687.65,636.92,607.27
2000,FIN,565.5,588.7,576.53
2000,FIN,691.47,655.1,712.81
2000,FIN,580.77,615.06,603.59
2000,FIN,462.5,534.21,411.52
2000,FIN,491.47,522.35,533.23
2000,FIN,502.15,525.98,448.43
2000,FIN,493.79,546.94,480.98
2000,FIN,500.66,446.05,480.07
2000,FIN,617.4,532.35,431.29
2000,FIN,381.59,343.34,363.71
2000,FIN,329.69,326.07,349.27
2000,FIN,594.5,634.15,641.48
2000,FIN,572.37,643.24,639.67
2000,FIN,535.74,574.16,531.42
2000,FIN,592.25,614.2,554.95
2000,FIN,643.38,729.63,642.45
2000,FIN,367.06,462.36,353.72
2000,FIN,520.5,587.84,509.84
2000,FIN,719.67,637.78,644.18
2000,FIN,567.82,562.39,447.6
2000,FIN,615.87,687.77,642.38
2000,FIN,418.96,478.72,456.55
2000,FIN,644.11,724.13,590.06
2000,FIN,624.3,498.76,561.26
2000,FIN,519.74,492.4,460.23
2000,FIN,570.11,622.38,535.1
2000,FIN,449.49,418.73,482.71
2000,FIN,698.33,655.1,655.98
2000,FIN,558.63,634.15,590.06
2000,FIN,606.72,616.88,621.63
2000,FIN,531.19,565.12,636.13
2000,FIN,621.25,624.2,632.52
2000,FIN,525.08,694.18,582.91
2000,FIN,630.38,723.22,663.13
2000,FIN,587.67,636.92,565.77
2000,FIN,464.75,414.18,415.96
2000,FIN,588.4,566.88,554.88
2000,FIN,421.25,472.36,463.77
2000,FIN,452.57,365.15,399.79
2000,FIN,487.68,607.84,537.81
2000,FIN,473.15,574.16,627.95
2000,FIN,438.8,560.52,544.95
2000,FIN,508.29,458.77,426.85
2000,FIN,603.66,584.15,599.08
2000,FIN,592.21,614.15,550.37
2000,FIN,393.04,526.94,469.25
2000,FIN,574.69,620.56,587.42
2000,FIN,489.97,573.3,575.69
2000,FIN,544.16,503.31,432.26
2000,FIN,539.55,554.16,651.4
2000,FIN,647.17,729.58,646.89
2000,FIN,540.35,547.85,552.24
2000,FIN,541.11,562.39,518.86
2000,FIN,662.43,673.23,667.64
2000,FIN,420.52,616.02,639.74
2000,FIN,631.9,645.96,563.9
2000,FIN,551.76,572.34,606.3
2000,FIN,444.91,413.27,451.14
2000,FIN,536.53,637.83,572.08
2000,FIN,399.12,475.99,434.9
2000,FIN,430.41,488.72,503.46
2000,FIN,634.19,600.52,526.01
2000,FIN,560.95,533.3,576.59
2000,FIN,542.64,609.65,562.16
2000,FIN,497.57,559.61,455.65
2000,FIN,694.52,640.56,656.88
2000,FIN,438.84,499.67,450.31
2000,FIN,578.51,545.12,545.02
2000,FIN,678.46,608.7,644.18
2000,FIN,422.01,416,437.61
2000,FIN,613.62,693.28,675.82
2000,FIN,578.48,571.43,600.88
2000,FIN,501.39,613.24,505.26
2000,FIN,603.69,621.47,633.43
2000,FIN,448.76,569.66,570.28
2000,FIN,489.97,545.12,514.35
2000,FIN,606.72,535.98,474.59
2000,FIN,514.4,598.75,509.84
2000,FIN,494.52,384.19,374.46
2000,FIN,597.59,698.73,626.21
2000,FIN,415.91,472.36,435.8
2000,FIN,360.99,349.7,405.2
2000,FIN,451.78,423.27,470.99
2000,FIN,459.44,512.4,432.26
2000,FIN,592.98,650.51,583.74
2000,FIN,497.6,490.58,527.88
2000,FIN,706.7,760.49,689.29
2000,FIN,500.63,492.35,489.03
2000,FIN,546.45,605.11,572.99
2000,FIN,516.69,654.19,594.64
2000,FIN,560.16,577.79,544.95
2000,FIN,636.48,665.05,629.75
2000,FIN,554.08,533.3,513.45
2000,FIN,435.75,365.1,369.95
2000,FIN,581.56,615.11,599.15
2000,FIN,588.4,552.34,526.01
2000,FIN,523.55,495.13,524.27
2000,FIN,482.31,510.53,498.95
2000,FIN,478.49,458.72,441.22
2000,FIN,682.28,722.31,738
2000,FIN,497.6,474.22,423.24
2000,FIN,574.69,634.2,560.36
2000,FIN,581.56,682.37,591.93
2000,FIN,480.02,475.08,484.52
2000,FIN,596.06,634.2,643.35
2000,FIN,509.79,538.71,519.7
2000,FIN,527.34,469.63,596.37
2000,FIN,665.52,682.37,674.02
2000,FIN,580,505.08,515.19
2000,FIN,588.43,566.93,661.39
2000,FIN,568.55,517.8,575.63
2000,FIN,502.15,439.63,459.26
2000,FIN,605.19,641.42,576.53
2000,FIN,663.99,624.2,670.41
2000,FIN,490.74,496.95,437.68
2000,FIN,451.02,376.01,403.33
2000,FIN,549.5,487.86,497.21
2000,FIN,514.36,622.33,539.54
2000,FIN,501.42,526.03,506.23
2000,FIN,567.06,596.02,556.75
2000,FIN,475.44,485.08,456.55
2000,FIN,551.03,558.75,545.92
2000,FIN,593.77,596.02,545.02
2000,FIN,647.17,726.86,658.62
2000,FIN,464.75,407.82,451.14
2000,FIN,436.55,362.42,432.26
2000,FIN,651.75,737.76,625.24
2000,FIN,457.89,575.97,514.28
2000,FIN,531.19,570.57,489.09
2000,FIN,473.18,479.68,434.97
2000,FIN,543.4,577.84,546.83
2000,FIN,597.56,634.15,590.96
2000,FIN,479.26,611.42,532.33
2000,FIN,687.65,686,533.3
2000,FIN,448.76,479.68,451.21
2000,FIN,473.15,484.17,452.94
2000,FIN,599.88,626.01,620.8
2000,FIN,505.24,473.31,440.38
2000,FIN,651.75,604.15,608.1
2000,FIN,589.19,616.93,611.78
2000,FIN,483.87,552.39,453.91
2000,FIN,413.62,376.01,414.15
2000,FIN,534.21,498.71,385.29
2000,FIN,404.46,455.99,415.06
2000,FIN,543.37,578.7,564.8
2000,FIN,618.96,570.57,539.61
2000,FIN,418.99,373.33,368.22
2000,FIN,454.07,465.08,464.67
2000,FIN,413.62,343.29,304.1
2000,FIN,407.54,380.6,425.95
2000,FIN,616.67,608.74,591.03
2000,FIN,436.52,445.09,425.88
2000,FIN,502.92,521.44,572.02
2000,FIN,608.27,657.83,654.17
2000,FIN,560.95,681.46,594.64
2000,FIN,552.56,584.2,471.95
2000,FIN,542.6,554.16,490.83
2000,FIN,680.78,745.99,748.89
2000,FIN,594.5,596.88,583.74
2000,FIN,619.69,697.77,612.61
2000,FIN,522.79,659.65,594.64
2000,FIN,470.1,527.8,543.15
2000,FIN,539.55,500.53,527.82
2000,FIN,473.18,482.4,479.17
2000,FIN,576.95,625.06,581.04
2000,FIN,293.06,382.42,372.73
2000,FIN,450.25,564.16,484.52
2000,FIN,525.81,477.81,504.36
2000,FIN,510.58,471.5,431.36
2000,FIN,620.49,595.11,606.36
2000,FIN,611.3,683.23,661.32
2000,FIN,545.66,622.33,613.51
2000,FIN,589.16,573.25,578.33
2000,FIN,515.16,492.4,479.17
2000,FIN,516.69,587.84,512.55
2000,FIN,571.61,638.69,589.16
2000,FIN,509.05,586.93,499.92
2000,FIN,505.97,526.89,576.53
2000,FIN,396.83,425.09,444.82
2000,FIN,555.61,582.39,465.64
2000,FIN,411.36,361.51,330.33
2000,FIN,408.28,505.99,490.83
2000,FIN,538.82,656.01,606.36
2000,FIN,473.91,473.26,524.21
2000,FIN,519.71,444.18,387.09
2000,FIN,565.5,571.43,584.65
2000,FIN,634.22,630.56,617.19
2000,FIN,480.78,514.17,492.63
2000,FIN,453.34,435.14,419.63
2000,FIN,531.19,584.2,475.56
2000,FIN,412.12,423.32,398.89
2000,FIN,399.12,427.82,447.53
2000,FIN,426.59,398.73,462.87
2000,FIN,606.75,605.11,619.89
2000,FIN,558.63,559.61,511.58
2000,FIN,397.62,430.59,423.24
2000,FIN,464.75,533.25,510.68
2000,FIN,480.05,509.67,545.92
2000,FIN,607.48,575.97,650.5
2000,FIN,431.17,291.48,277.94
2000,FIN,574.69,516.94,639.74
2000,FIN,531.16,473.26,494.44
2000,FIN,468.6,471.5,463.84
2000,FIN,568.59,578.75,567.57
2000,FIN,436.52,511.44,483.61
2000,FIN,501.39,533.25,496.24
2000,FIN,527.37,466.04,468.35
2000,FIN,590.69,645.96,581.94
2000,FIN,431.2,541.48,508.94
2000,FIN,457.12,434.18,455.65
2000,FIN,492.99,665.05,582.84
2000,FIN,473.91,525.07,443.02
2000,FIN,483.87,425.14,471.05
2000,FIN,480.02,439.63,491.73
2000,FIN,435.78,440.59,438.58
2000,FIN,460.21,454.23,449.4
2000,FIN,466.28,500.53,497.15
2000,FIN,593.01,586.02,486.39
2000,FIN,447.96,497.81,504.36
2000,FIN,602.9,602.33,570.21
2000,FIN,593.77,615.11,711
2000,FIN,477.76,558.75,450.31
2000,FIN,379.27,315.11,381.68
2000,FIN,491.5,535.12,545.92
2000,FIN,663.19,662.32,616.22
2000,FIN,577.71,501.44,509.77
2000,FIN,525.08,621.47,598.24
2000,FIN,632.67,636.87,565.7
2000,FIN,481.55,563.25,605.39
2000,FIN,525.84,656.92,572.99
2000,FIN,493.03,541.48,484.58
2000,FIN,447.99,568.75,510.74
2000,FIN,712.04,748.67,707.33
2000,FIN,586.87,538.71,581.04
2000,FIN,399.15,446.05,542.32
2000,FIN,545.69,608.74,623.5
2000,FIN,466.28,497.81,502.56
2000,FIN,562.48,657.83,595.54
2000,FIN,505.97,503.26,590.96
2000,FIN,572.37,596.88,512.48
2000,FIN,546.42,620.51,602.69
2000,FIN,705.2,704.18,598.24
2000,FIN,582.29,551.43,570.21
2000,FIN,475.44,516.89,509.77
2000,FIN,534.24,581.48,549.53
2000,FIN,483.1,418.78,442.19
2000,FIN,525.08,410.6,432.26
2000,FIN,571.61,578.7,526.91
2000,FIN,595.3,653.28,592.83
2000,FIN,586.11,507.8,464.67
2000,FIN,592.98,722.31,598.18
2000,FIN,557.14,596.93,526.08
2000,FIN,663.23,723.27,687.55
2000,FIN,538.02,483.26,520.6
2000,FIN,473.91,493.26,509.77
2000,FIN,586.14,596.93,594.64
2000,FIN,697.57,694.18,639.74
