year,country,math,read,science
2000,HKG,628.09,545.98,598.18
2000,HKG,545.69,541.48,545.92
2000,HKG,519.71,554.16,469.18
2000,HKG,543.4,542.39,497.21
2000,HKG,532.71,496.04,462.93
2000,HKG,599.08,550.52,626.14
2000,HKG,565.53,548.76,542.32
2000,HKG,583.09,538.76,497.21
2000,HKG,457.12,436.91,494.44
2000,HKG,455.6,485.99,517.89
2000,HKG,612.09,514.22,512.55
2000,HKG,577.71,563.25,555.78
2000,HKG,606.72,595.97,528.72
2000,HKG,586.87,586.88,574.72
2000,HKG,570.11,542.39,554.04
2000,HKG,497.57,423.27,442.12
2000,HKG,609.8,516.94,541.41
2000,HKG,548.74,552.39,592.83
2000,HKG,499.89,476.95,490.9
2000,HKG,522,523.26,541.35
2000,HKG,580,606.88,584.65
